727|Immortal Beloved (1994)|63
740|Jane Eyre (1996)|63
254|Batman & Robin (1997)|62
414|My Favorite Year (1982)|62
499|Cat on a Hot Tin Roof (1958)|62
1041|Forget Paris (1995)|62
140|Homeward Bound: The Incredible Journey (1993)|61
946|The Fox and the Hound (1981)|61
158|Weekend at Bernie's (1989)|60
278|Bed of Roses (1996)|60
493|The Thin Man (1934)|60
609|Father of the Bride (1950)|60
939|Murder in the First (1995)|60
61|Three Colors: White (1994)|59
391|Last Action Hero (1993)|59
492|East of Eden (1955)|59
495|Around the World in 80 Days (1956)|59
561|Mary Shelley's Frankenstein (1994)|59
581|Kalifornia (1993)|59
615|The 39 Steps (1935)|59
737|Sirens (1994)|59
880|Soul Food (1997)|59
1119|Some Kind of Wonderful (1987)|59
85|The Ref (1994)|58
166|Manon of the Spring (Manon des sources) (1986)|58
632|Sophie's Choice (1982)|58
716|Home for the Holidays (1995)|58
722|Nine Months (1995)|58
741|The Last Supper (1995)|58
898|The Postman (1997)|58
923|Raise the Red Lantern (1991)|58
27|Bad Boys (1995)|57
40|To Wong Foo, Thanks for Everything! Julie Newmar (1995)|57
142|Bedknobs and Broomsticks (1971)|57
502|Bananas (1971)|57
512|Wings of Desire (1987)|57
754|Red Corner (1997)|57
770|Devil in a Blue Dress (1995)|57
827|Daylight (1996)|57
931|The Island of Dr. Moreau (1996)|57
395|Robin Hood: Men in Tights (1993)|56
494|His Girl Friday (1940)|56
813|The Celluloid Closet (1995)|56
344|The Apostle (1997)|55
369|Black Sheep (1996)|55
413|Tales from the Crypt Presents: Bordello of Blood (1996)|55
847|Looking for Richard (1996)|55
76|Carlito's Way (1993)|54
102|The Aristocats (1970)|54
396|Serial Mom (1994)|54
535|Addicted to Love (1997)|54
675|Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)|54
721|Mallrats (1995)|54
441|The Amityville Horror (1979)|53
702|Barcelona (1994)|53
840|Last Man Standing (1996)|53
849|Days of Thunder (1990)|53
875|She's So Lovely (1997)|53
886|Life Less Ordinary, A (1997)|53
892|Flubber (1997)|53
1065|Koyaanisqatsi (1983)|53
342|The Man Who Knew Too Little (1997)|52
466|Red Rock West (1992)|52
489|Notorious (1946)|52
768|Casper (1995)|52
877|Excess Baggage (1997)|52
542|Pocahontas (1995)|51
614|Giant (1956)|51
712|Tin Men (1987)|51
749|The MatchMaker (1997)|51
139|The Love Bug (1969)|50
206|Akira (1988)|50
297|Ulee's Gold (1997)|50
490|To Catch a Thief (1955)|50
570|Wyatt Earp (1994)|50
602|American in Paris, An (1951)|50
649|Once Upon a Time in America (1984)|50
686|Perfect World, A (1993)|50
806|Menace II Society (1993)|50
1017|Trees Lounge (1996)|50
406|Thinner (1996)|49
541|Mortal Kombat (1995)|49
683|Rocket Man (1997)|49
772|Kids (1995)|49
824|The Great White Hype (1996)|49
833|Bulletproof (1996)|49
955|Before Sunrise (1995)|49
977|The Substitute (1996)|49
244|Smilla's Sense of Snow (1997)|48
365|Powder (1995)|48
456|Beverly Hills Ninja (1997)|48
467|Bronx Tale, A (1993)|48
562|The Quick and the Dead (1995)|48
674|Cat People (1982)|48
841|The Glimmer Man (1996)|48
948|Booty Call (1997)|48
1228|Under Siege 2: Dark Territory (1995)|48
339|Mad City (1997)|47
363|Sudden Death (1995)|47
366|Dangerous Minds (1995)|47
789|Swimming with Sharks (1995)|47
876|Money Talks (1997)|47
1007|Waiting for Guffman (1996)|47
1118|Up in Smoke (1978)|47
251|Shall We Dance? (1996)|46
444|The Blob (1958)|46
524|The Great Dictator (1940)|46
664|Paris, Texas (1984)|46
671|Bride of Frankenstein (1935)|46
760|Screamers (1995)|46
794|It Could Happen to You (1994)|46
921|Farewell My Concubine (1993)|46
941|With Honors (1994)|46
956|Nobody's Fool (1994)|46
1046|Malice (1993)|46
1135|The Doors (1991)|46
236|Citizen Ruth (1996)|45
329|Desperate Measures (1998)|45
552|Species (1995)|45
728|Junior (1994)|45
810|The Shadow (1994)|45
881|Money Talks (1997)|45
942|What's Love Got to Do with It (1993)|45
952|Blue in the Face (1995)|45
1079|Joe's Apartment (1996)|45
1197|Family Thing, A (1996)|45
224|Ridicule (1996)|44
539|Mouse Hunt (1997)|44
575|City Slickers II: The Legend of Curly's Gold (1994)|44
638|Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)|44
656|M (1931)|44
688|Leave It to Beaver (1997)|44
694|Persuasion (1995)|44
761|Nick of Time (1995)|44
846|To Gillian on Her 37th Birthday (1996)|44
896|The Sweet Hereafter (1997)|44
975|Fear (1996)|44
984|Shadow Conspiracy (1997)|44
1010|Basquiat (1996)|44
1025|Fire Down Below (1997)|44
1067|Bottle Rocket (1996)|44
1142|When We Were Kings (1996)|44
1188|Young Guns II (1990)|44
261|Air Bud (1997)|43
336|Playing God (1997)|43
379|Tales From the Crypt Presents: Demon Knight (1995)|43
407|Spy Hard (1996)|43
540|Money Train (1995)|43
589|The Wild Bunch (1969)|43
620|The Chamber (1996)|43
809|Rising Sun (1993)|43
890|Mortal Kombat: Annihilation (1997)|43
944|Renaissance Man (1994)|43
1050|The Ghost and Mrs. Muir (1947)|43
1091|Pete's Dragon (1977)|43
107|Moll Flanders (1996)|42
769|Congo (1995)|42
844|Freeway (1996)|42
872|Love Jones (1997)|42
900|Kundun (1997)|42
902|The Big Lebowski (1998)|42
1098|Flirting With Disaster (1996)|42
330|187 (1997)|41
350|Fallen (1998)|41
355|Sphere (1998)|41
547|The Young Poisoner's Handbook (1995)|41
577|Coneheads (1993)|41
610|Gigi (1958)|41
771|Johnny Mnemonic (1995)|41
963|Some Folks Call It a Sling Blade (1993)|41
1051|The Associate (1996)|41
1063|Little Princess, A (1995)|41
1110|Tank Girl (1995)|41
43|Disclosure (1994)|40
57|Priest (1994)|40
611|Laura (1944)|40
639|Tin Drum, The (Blechtrommel, Die) (1979)|40
697|The Basketball Diaries (1995)|40
802|Hard Target (1993)|40
819|Eddie (1996)|40
929|Harriet the Spy (1996)|40
932|First Kid (1996)|40
943|Killing Zoe (1994)|40
945|Charade (1963)|40
1044|The Paper (1994)|40
16|French Twist (Gazon maudit) (1995)|39
370|Mary Reilly (1996)|39
373|Judge Dredd (1995)|39
503|The Candidate (1972)|39
585|Son in Law (1993)|39
622|Swiss Family Robinson (1960)|39
623|Angels in the Outfield (1994)|39
731|Corrina, Corrina (1994)|39
743|The Crow: City of Angels (1996)|39
752|The Replacement Killers (1998)|39
785|Only You (1994)|39
874|Career Girls (1997)|39
951|The Indian in the Cupboard (1995)|39
1060|The Adventures of Pinocchio (1996)|39
1217|Assassins (1995)|39
1221|When a Man Loves a Woman (1994)|39
637|The Howling (1981)|38
646|Once Upon a Time in the West (1969)|38
1013|Anaconda (1997)|38
1021|8 1/2 (1963)|38
1089|Speed 2: Cruise Control (1997)|38
1134|Get on the Bus (1996)|38
1210|Virtuosity (1995)|38
30|Belle de jour (1967)|37
41|Billy Madison (1995)|37
364|Ace Ventura: When Nature Calls (1995)|37
583|Romeo Is Bleeding (1993)|37
783|Milk Money (1994)|37
937|Thousand Acres, A (1997)|37
1008|I Shot Andy Warhol (1996)|37
1090|Sliver (1993)|37
670|Body Snatchers (1993)|36
796|Speechless (1994)|36
856|Night on Earth (1991)|36
1244|Metro (1997)|36
266|Kull the Conqueror (1997)|35
522|Down by Law (1986)|35
567|Wes Craven's New Nightmare (1994)|35
644|The Thin Blue Line (1988)|35
979|The Trigger Effect (1996)|35
1020|Gaslight (1944)|35
1059|Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)|35
372|Jeffrey (1995)|34
586|Terminal Velocity (1994)|34
612|Lost Horizon (1937)|34
653|Touch of Evil (1958)|34
680|Kull the Conqueror (1997)|34
723|Boys on the Side (1995)|34
829|Fled (1996)|34
882|Washington Square (1997)|34
922|Dead Man (1995)|34
925|Unforgettable (1996)|34
961|Orlando (1993)|34
971|Mediterraneo (1991)|34
78|Free Willy (1993)|33
573|Body Snatchers (1993)|33
641|Paths of Glory (1957)|33
878|That Darn Cat! (1997)|33
990|Anna Karenina (1997)|33
1139|Hackers (1995)|33
1267|Clockers (1995)|33
426|The Transformers: The Movie (1986)|32
580|The Englishman Who Went Up a Hill, But Came Down a Mountain (1995)|32
765|Boomerang (1992)|32
774|The Prophecy (1995)|32
936|Brassed Off (1996)|32
940|Airheads (1994)|32
974|Eye for an Eye (1996)|32
989|Cats Don't Dance (1997)|32
1018|Tie Me Up! Tie Me Down! (1990)|32
1022|Fast, Cheap & Out of Control (1997)|32
1033|Homeward Bound II: Lost in San Francisco (1996)|32
1126|The Old Man and the Sea (1958)|32
1132|Feeling Minnesota (1996)|32
1226|Night Falls on Manhattan (1997)|32
110|Operation Dumbo Drop (1995)|31
349|Hard Rain (1998)|31
368|Bio-Dome (1996)|31
383|The Flintstones (1994)|31
500|Fly Away Home (1996)|31
605|Meet Me in St. Louis (1944)|31
630|The Great Race (1965)|31
738|Threesome (1994)|31
779|Drop Zone (1994)|31
797|Timecop (1994)|31
808|The Program (1993)|31
995|Kiss Me, Guido (1997)|31
1019|Die xue shuang xiong (Killer, The) (1989)|31
1023|Fathers' Day (1997)|31
1194|Once Were Warriors (1994)|31
308|FairyTale: A True Story (1997)|30
537|My Own Private Idaho (1991)|30
608|Spellbound (1945)|30
843|The Shaggy Dog (1959)|30
950|Georgia (1995)|30
1133|Escape to Witch Mountain (1975)|30
1215|Barb Wire (1996)|30
1220|Higher Learning (1995)|30
563|Stephen King's The Langoliers (1995)|29
572|Blown Away (1994)|29
719|Canadian Bacon (1994)|29
764|If Lucy Fell (1996)|29
1061|The Evening Star (1996)|29
1095|High School High (1996)|29
1115|Twelfth Night (1996)|29
1136|Ghosts of Mississippi (1996)|29
1137|Beautiful Thing (1996)|29
279|Once Upon a Time... When We Were Colored (1995)|28
309|Deceiver (1997)|28
362|Blues Brothers 2000 (1998)|28
388|Beverly Hills Cop III (1994)|28
460|The Crossing Guard (1995)|28
571|Another Stakeout (1993)|28
972|Passion Fish (1992)|28
1042|Just Cause (1995)|28
1109|Death and the Maiden (1994)|28
1129|Chungking Express (1994)|28
1152|In Love and War (1996)|28
1411|Barbarella (1968)|28
46|Exotica (1994)|27
348|Desperate Measures (1998)|27
389|Black Beauty (1994)|27
457|Free Willy 3: The Rescue (1997)|27
464|Vanya on 42nd Street (1994)|27
564|Tales from the Hood (1995)|27
613|My Man Godfrey (1936)|27
645|Paris Is Burning (1990)|27
681|Wishmaster (1997)|27
734|Made in America (1993)|27
805|Manhattan Murder Mystery (1993)|27
842|Pollyanna (1960)|27
905|Great Expectations (1998)|27
978|Heaven's Prisoners (1996)|27
1034|The Quest (1996)|27
1070|Living in Oblivion (1995)|27
1170|Spanking the Monkey (1994)|27
6|Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|26
253|The Pillow Book (1995)|26
352|Spice World (1997)|26
398|Super Mario Bros. (1993)|26
422|Aladdin and the King of Thieves (1996)|26
775|Something to Talk About (1995)|26
800|In the Mouth of Madness (1995)|26
836|Ninotchka (1939)|26
966|Affair to Remember, An (1957)|26
1149|Walkabout (1971)|26
1160|Love! Valour! Compassion! (1997)|26
1218|Friday (1995)|26
1240|Ghost in the Shell (Kokaku kidotai) (1995)|26
1284|Before and After (1996)|26
415|The Apple Dumpling Gang (1975)|25
818|Girl 6 (1996)|25
834|Halloween: The Curse of Michael Myers (1995)|25
837|Meet John Doe (1941)|25
938|Smile Like Yours, A (1997)|25
960|Naked (1993)|25
991|Keys to Tulsa (1997)|25
1040|Two if by Sea (1996)|25
1045|Fearless (1993)|25
1049|House Arrest (1996)|25
1052|Dracula: Dead and Loving It (1995)|25
1157|The Relic (1997)|25
1163|The Portrait of a Lady (1996)|25
1222|Judgment Night (1993)|25
376|Houseguest (1994)|24
459|Cry, the Beloved Country (1995)|24
551|Lord of Illusions (1995)|24
634|Microcosmos: Le peuple de l'herbe (1996)|24
704|The House of the Spirits (1993)|24
730|Queen Margot (Reine Margot, La) (1994)|24
753|Burnt By the Sun (1994)|24
863|Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)|24
869|Fools Rush In (1997)|24
1036|Drop Dead Fred (1991)|24
1037|Grease 2 (1982)|24
1053|Now and Then (1995)|24
130|Kansas City (1996)|23
149|Jude (1996)|23
375|Showgirls (1995)|23
635|The Fog (1980)|23
962|Ruby in Paradise (1993)|23
986|Turbulence (1997)|23
1006|Until the End of the World (Bis ans Ende der Welt) (1991)|23
1054|Mr. Wrong (1996)|23
1093|Live Nude Girls (1995)|23
1199|Cemetery Man (Dellamorte Dellamore) (1994)|23
1258|Trial and Error (1997)|23
1315|Inventing the Abbotts (1997)|23
445|The Body Snatcher (1945)|22
532|Kama Sutra: A Tale of Love (1996)|22
560|Kid in King Arthur's Court, A (1995)|22
565|Village of the Damned (1995)|22
624|The Three Caballeros (1945)|22
821|Mrs. Winterbourne (1996)|22
832|Bogus (1996)|22
953|Unstrung Heroes (1995)|22
980|Mother Night (1996)|22
985|Blood & Wine (1997)|22
