21|Muppet Treasure Island (1996)|16-Feb-1996|1,2,5,12,16|1194,1227,1280,1378,1905,1943,2671,2872,2902,3757,4094,4102,4374,4408,5019,5250,6427,6998,7783,8015,8347,9440,9792,9798,9850,10940,11205,11926,12369,12852,13554,13924,16150,16283,16931,17175,17704,18121,18834,21084,22090,22093,22315,22318,22351,22481,22675,22910,23403,23770,23875,24351,24735,27296,28654,28854,29229,32437,32573,32812,33073,33296,33898,34298,34765,34766,35505,36310,36487|
22|Braveheart (1995)|16-Feb-1996|1,8,17|672,1116,1864,2988,3120,3423,3577,3919,3924,3993,4291,4649,4730,5621,6297,6981,7241,7252,7382,7458,7832,8066,8139,8143,8283,9292,10282,10962,11550,11692,11767,12671,12730,13335,13633,14644,14651,14655,14713,14861,15817,15863,15893,15926,16164,16425,16515,16596,16615,17189,18066,18613,18897,18926,19751,20012,21814,22249,22604,22878,23297,23628,23839,23887,25245,25705,26362,31588,31616,31863,32449,35077|
23|Taxi Driver (1976)|16-Feb-1996|8,16|137,628,635,645,1681,2359,2640,4244,5426,5994,7171,8565,8653,8667,9425,9934,11574,11628,11634,13740,13946,14044,14277,15280,15757,16424,16999,17739,17983,19742,19966,20399,20641,21072,21557,22749,22995,24825,25256,27227,27665,28009,28412,28572,29027,32395,33199,34566,35657|
24|Rumble in the Bronx (1995)|23-Feb-1996|1,2,6||
25|Birdcage, The (1996)|08-Mar-1996|5||
26|Brothers McMullen, The (1995)|01-Jan-1995|5||
27|Bad Boys (1995)|01-Jan-1995|1|386,897,2131,2149,3650,4182,4620,4955,7560,8443,8954,10063,10448,10629,11196,11499,11970,12041,12683,13608,13908,14332,14862,14892,15218,17044,19088,19561,20154,20869,21765,21811,22413,24506,24952,25971,27393,28594,29515,31061,31092,31623,33604,33683,34245,36356|
28|Apollo 13 (1995)|01-Jan-1995|1,8,16|301,360,500,682,904,939,1257,1677,1685,1715,1904,1970,2084,2266,2632,2811,3284,3630,3972,4123,4390,4411,4595,4761,4814,4863,4943,4950,5479,6231,6356,6617,7088,8458,8459,8806,8882,9204,9288,9408,10129,10335,10359,10450,10470,10519,10910,10945,11511,12028,13169,13380,13393,13930,14026,14035,14269,14488,14724,14762,15039,15109,15136,15537,16235,16505,17254,17812,18282,18579,18784,19365,19374,20139,20436,20646,20707,21016,21469,22918,23127,23743,23782,23783,23823,23889,24039,24340,24425,24486,24579,27663,29266,29808,29810,29815,30104,30675,31104,31197,31211,31325,31612,31693,31779,33547,33644,33727,34091,34339,36286|
29|Batman Forever (1995)|01-Jan-1995|1,2,5,6|822,1469,1783,3453,3551,3591,3726,3876,4110,5031,5157,5832,6625,6960,7129,8564,8631,8808,8822,8962,9918,9995,10064,10789,11257,11268,11510,11851,12468,12489,12639,12733,12794,13197,13454,14127,14411,15040,15269,15518,15792,16151,16563,16985,17009,17610,17891,18163,18466,18849,18994,19487,19488,19596,20020,20507,20839,23284,24131,24294,24767,25145,25449,25868,26198,27105,28029,28274,28288,28318,28668,29160,29591,30214,30497,31809,33777,33908,34252,34410,34441,35590,35629,35801,35988|
30|Belle de jour (1967)|01-Jan-1967|8|1994,3090,3670,3792,3798,4178,5435,6839,7619,11810,13787,13953,13960,15942,17587,18142,20965,25809,27318,27569,28117,30904,32513,32568,32971,33056|
31|Crimson Tide (1995)|01-Jan-1995|8,16,17|1251,1405,1857,1895,2336,2418,2730,2816,2966,3048,3473,3658,3894,4800,5131,5182,5733,6378,6617,6664,6819,6895,7796,7821,7845,8373,8421,8435,8864,9072,10946,12059,12682,12885,12948,15150,15715,15716,16464,16525,16773,17538,18229,18822,19899,20876,21120,21442,22069,22329,22784,22889,23118,23444,23490,23540,24365,24675,26358,26360,35548|
32|Crumb (1994)|01-Jan-1994|7|4906,4907,4908,4909,5956,7557,8842,10455,15825,19012,27197,27198,28052,28901,29280,30627,32394,32912,33877|
33|Desperado (1995)|01-Jan-1995|1,14,16|365,641,1091,3035,4842,5124,5385,7785,7842,9050,10395,10609,12589,13998,14050,14177,15101,15663,15728,16348,19637,21862,22482,22974,25261,29159,29453,30870,33951,35912|
34|Doom Generation, The (1995)|01-Jan-1995|5,8||
35|Free Willy 2: The Adventure Home (1995)|01-Jan-1995|2,4,8|693,1066,2646,3341,4427,5125,7072,9378,11380,11631,13714,14256,18694,19158,19677,19828,21581,21995,22609,23280,23331,24083,25228,26109,26430,26635,26775,28664,29956,30570,31375,32379,32909,33269,34339,36496|
36|Mad Love (1995)|01-Jan-1995|8,14|3687,4008,6282,6346,6703,7792,7869,8213,9005,10171,13100,13433,15988,16563,19452,19894,20476,24898,24982,25449,26935,27390,27873,29193,32173,32917,33541,34222,34717,35541,35858|
37|Nadja (1994)|01-Jan-1994|8|5990,7345,8008,8544,9419,13371,13492,13559,16090,18300,18317,19079,19080,20044,24215,24813,25039,27138,28789,30266,31423,33981,34160|
38|Net, The (1995)|01-Jan-1995|15,16||
39|Strange Days (1995)|01-Jan-1995|1,6,15|61,469,662,691,692,698,1885,2285,3185,3283,3284,3285,3433,3452,3745,3983,4848,5087,5182,5766,6071,6473,6993,7079,7100,7517,7681,8613,9070,9140,9248,9992,10706,10745,10747,11526,11619,13822,14093,14174,14804,14874,15287,15874,16407,16947,17725,18449,18585,18998,19493,19622,20672,20855,20945,22214,22308,22535,22616,22683,22736,22915,23876,24103,24195,24395,24600,24632,24777,25332,25472,25684,26726,28741,28914,29834,29837,29960,30403,30761,30972,31113,31672,32002,32514,33037,33314,33702,36251,36567|
40|To Wong Foo, Thanks for Everything! Julie Newmar (1995)|01-Jan-1995|5||
41|Billy Madison (1995)|01-Jan-1995|5|157,280,905,976,1218,1535,3035,3599,3619,3767,4207,4262,4474,4816,5545,5732,5968,6087,6323,6899,6909,7031,8193,9051,9286,9817,11643,12134,12716,12923,12924,12956,13494,13628,13641,13785,13952,14011,14259,14265,14619,14924,15734,15756,16010,16012,17804,18987,19635,20416,20751,20782,21980,22952,23859,24033,24584,25605,25730,26042,26197,26616,26723,27239,27769,28395,28920,29104,29377,29743,29853,30648,32121,32583,32797,33367,33905,33992,34544,35554,35559,36072,36167,36354,36403|
42|Clerks (1994)|01-Jan-1994|5|457,962,1129,1485,1560,1690,1828,2961,4065,4236,4810,6140,7141,7197,7242,9116,9322,9323,10639,10746,12003,12876,15058,15743,16566,16593,17377,17378,17379,19263,19837,20827,21308,22059,23748,26118,27134,27144,27207,28734,29767,30091,30734,31306,32795,33188,34796,34831,34940,35396|
43|Disclosure (1994)|01-Jan-1994|8,16|748,810,1021,3894,5893,6059,6356,6396,6533,7774,9562,10053,12611,13283,15178,17898,18636,19511,20299,21663,21770,22736,25883,26784,27981,28303,28389,28402,28898,29526,30506,30508,31484,31873,32346,33363,33654,34088,34395,35571,35632,36305,36544|
44|Dolores Claiborne (1994)|01-Jan-1994|8,16||
45|Eat Drink Man Woman (1994)|01-Jan-1994|5,8||
46|Exotica (1994)|01-Jan-1994|8|2054,3829,5083,7847,8727,8778,9725,12185,12236,14589,14726,14993,28237,30492,30555,33408,33589|
47|Ed Wood (1994)|01-Jan-1994|5,8|222,394,435,644,1033,1251,1514,1747,1871,2081,2336,2534,2642,3048,3526,4685,4686,4904,5041,5087,5381,5442,5509,5677,5697,6130,6432,7117,7824,7831,8407,9058,9831,9997,10129,10150,10210,10359,11218,11598,11989,12461,12502,12757,13293,13858,13862,14123,15065,15439,15598,15906,16131,16159,16466,17032,18120,18232,18561,18631,18765,19170,19413,20207,20439,20445,20450,20551,20596,20724,21089,21200,21220,21291,21313,21345,22013,23226,24365,24543,24962,25180,25371,25534,26056,26289,26805,27010,27090,27269,27937,29879,30426,30475,30591,30754,30825,31278,31535,31611,31682,33049,33427,34701,35276,35277,35357,35497,36005,36267,36328|
48|Hoop Dreams (1994)|01-Jan-1994|7|143,144,145,447,1453,1820,4827,6095,6170,6615,6710,7969,7971,7972,8128,8276,8514,8709,10348,10872,11146,11675,12043,12295,12807,15064,16504,16646,17654,17684,19153,20793,22113,22178,23073,23558,23569,24168,24760,24893,24894,24896,28671,29485,29769,32220,32221,32250,36111|
49|I.Q. (1994)|01-Jan-1994|5,14|1695,1762,2646,3391,4380,5033,6336,7630,7666,8078,10796,11010,12093,12480,13054,13761,14287,14585,18835,18837,19539,20224,21139,23118,23763,24369,24781,25658,25752,25817,26782,27818,27825,29263,29273,33369,34186|
50|Star Wars (1977)|01-Jan-1977|1,2,14,15,17|538,758,857,1029,1388,1403,1656,1771,1977,2742,2976,3116,3759,4387,4543,5023,5045,5175,5281,5628,5765,5768,5773,7086,7383,7743,7891,7997,8321,8354,8644,8979,9106,9175,9220,9337,9401,9743,9769,9795,10222,10369,10623,11158,11215,11569,11983,11993,12493,12693,12909,13177,13580,13637,13764,13879,14363,14442,14530,14539,15517,17476,17889,18020,18057,18745,19285,19884,20618,21409,21507,21589,21643,21739,21740,22249,22282,22355,22594,22724,23339,23355,23393,23598,23751,24065,24333,26218,26901,27433,27944,28137,28282,28471,29608,30189,30211,30737,30739,32461,34014,34678,34976,36078|
51|Legends of the Fall (1994)|01-Jan-1994|8,14,17,18|491,835,1401,1607,3243,4851,5707,6075,6963,8342,8349,9685,10235,10402,10447,11100,11566,11688,11971,12072,12821,12998,13638,14808,16446,17688,18107,19694,20391,20722,21435,22112,22381,23694,24247,26439,29290,29886,31257,32916,33311|
52|Madness of King George, The (1994)|01-Jan-1994|8||
53|Natural Born Killers (1994)|01-Jan-1994|1,16|1082,1158,1503,1924,2621,3052,3157,3444,3827,3903,4005,4396,4638,4856,4873,5162,5711,5833,6085,6369,6845,7232,7755,7817,7883,8095,8394,8601,8822,9274,9342,9376,9394,9419,9453,10330,11257,11282,11490,12743,13146,13293,14096,14888,15882,16124,17171,17228,17231,18135,18539,18688,19116,19390,19447,19890,20327,20604,20672,21463,21693,22131,22135,23044,23489,23502,23741,23813,24443,24506,24507,24612,28112,28164,28606,29249,30010,30219,30251,30320,30900,31113,31268,31854,32011,32278,32584,33352,33693,33743,34173,34463,35384,35477|
54|Outbreak (1995)|01-Jan-1995|1,8,16|564,930,1136,1459,1785,2103,2305,2734,3072,3932,3975,4814,5622,6186,6369,6659,6944,7406,7573,7602,7660,8466,9280,9295,9639,9678,9774,9985,10083,10168,10699,10903,10945,11303,11792,11860,12367,12623,12789,13209,13332,13369,14095,14170,15091,15210,15417,16260,16445,16750,16918,17059,17547,17692,18154,18283,18388,18725,18913,19182,19540,20534,20986,21003,21303,21347,21663,22580,22653,23323,24050,24680,25052,25136,25571,26010,26307,27790,29269,29375,29703,30104,30250,30464,32099,32195,32862,32950,33317,33361,33621,33987,34169,35812|
55|Professional, The (1994)|01-Jan-1994|6,8,14,16||
56|Pulp Fiction (1994)|01-Jan-1994|6,8|290,1404,1558,1981,2062,3035,3188,4053,8181,8763,9895,10039,10786,11634,12463,13120,17635,18596,18637,18666,19273,19439,20353,20432,20667,21190,21234,21436,21862,22474,22649,23237,23763,23794,24097,25007,25179,25181,27464,28591,29066,29083,29653,30188,30351,31073,31319,31723,33359,33385,34303,35241,35472,35729|
57|Priest (1994)|01-Jan-1994|8|417,1138,1603,1956,2202,3411,4262,4279,5470,6621,6891,7777,9607,11233,12036,13538,14182,15887,16405,17283,17287,17856,18034,18816,22956,23922,23958,24056,25176,26970,28751,29452,30158,31150,34005,34517,35430,35593,35688,35995|
58|Quiz Show (1994)|01-Jan-1994|8|23,109,355,810,907,994,1757,1961,2813,2937,2992,3039,3250,3316,4433,4694,5058,6295,7079,7100,7175,7714,8218,8245,8395,8712,8831,8975,9559,9575,10986,11618,11770,11844,11888,12154,12841,12986,13174,13461,13480,13512,13934,14138,14140,14562,14676,15526,15706,15711,16397,16523,16878,17114,17256,17282,17800,17928,18286,18636,19067,19468,19491,19959,19966,20071,20335,20356,20368,20894,21297,21933,22163,22662,23221,24128,24699,25492,25913,26441,26456,27030,27761,27787,27825,27974,28327,29351,30699,32309,33033,33290,33387,33568,33746,33785,34162,34179,34557,34626,34633,34899,36331|
59|Three Colors: Red (1994)|01-Jan-1994|8||
60|Three Colors: Blue (1993)|01-Jan-1993|8||
61|Three Colors: White (1994)|01-Jan-1994|8||
62|Stargate (1994)|01-Jan-1994|1,2,15|67,868,947,1810,4383,4915,5201,5258,5559,5802,7088,8120,8214,8696,10135,10314,10935,11066,11872,12632,13264,15543,15980,17937,18772,19427,19725,20857,21007,21361,21475,22257,23589,23668,23739,23927,24998,25262,26575,29693,29724,31169,35359,36149|
63|Santa Clause, The (1994)|01-Jan-1994|4,5||
64|Shawshank Redemption, The (1994)|01-Jan-1994|8||
65|What's Eating Gilbert Grape (1993)|01-Jan-1993|5,8|2457,4272,4484,5677,5784,6422,7036,7135,8306,8742,8985,9628,9692,10511,11277,11614,12229,16938,18488,18576,20550,21169,21328,21425,21828,22254,23695,25950,26014,26578,29070,29339,30153,30518,30902,30977,31113,31307,34112,34339,35030,35862|
66|While You Were Sleeping (1995)|01-Jan-1995|5,14|926,1709,2359,5043,6935,7780,8683,8947,9535,10894,12218,12511,14328,15281,15689,17601,18045,18774,20654,23402,24408,26206,30136,30378,30801,32105,32132,33725,34120,34334,35581,35956,36208,36480|
67|Ace Ventura: Pet Detective (1994)|01-Jan-1994|5|131,619,1012,1177,1225,2128,3334,3453,3644,4187,4281,4607,4883,5462,5593,6811,7051,7136,7868,8399,9614,11832,12041,12516,13240,13992,13995,14007,14383,14966,15220,15352,15843,16912,17281,17698,19823,20457,21190,21293,21500,21573,22278,22699,23205,23587,24094,24791,26842,27095,27818,28224,30319,31982,32246,33132,34168,36574|
68|Crow, The (1994)|01-Jan-1994|1,14,16||
69|Forrest Gump (1994)|01-Jan-1994|5,14,17|26,101,112,193,253,477,682,852,1126,1792,1970,2098,2260,2294,2324,2493,2554,2587,2941,3231,3631,3955,4049,4397,5067,5148,5296,5317,5680,5796,5910,6257,6707,7166,7245,7381,7738,7806,7952,8098,8165,8208,8209,8422,8845,9157,9193,9232,9288,9294,9295,9302,9335,9367,9396,9806,9858,10227,10488,10741,10747,10771,11126,11172,11185,11651,11671,11710,11733,11737,12405,12520,12883,12912,13314,13479,13881,14257,14299,14607,14694,14834,15285,16351,16553,16757,16791,16869,17355,17450,17451,17934,18150,18266,18373,18378,18381,18625,18638,18664,18842,18922,19212,19427,20228,20413,20452,20640,20646,20703,21237,21396,21539,22027,22667,22713,22744,22772,23109,23180,23285,23290,23392,23446,23698,24083,24164,24216,24399,24716,24731,25737,26223,26444,26662,26876,27277,27584,27857,28243,28699,29024,29199,29265,29269,29534,29709,30167,31253,31322,31836,32017,32367,34009,34071,34227,34261,34429,34754,35181,35370,35568,36292,36485|
70|Four Weddings and a Funeral (1994)|01-Jan-1994|5,14|21,315,807,1946,2307,2794,3007,3076,3227,6159,7258,8663,8844,8853,9113,9299,9533,9815,10859,11711,11763,12099,12332,12538,14554,14890,17232,17563,18394,18985,21130,21162,22148,22732,22878,23154,23271,23299,23600,24430,26649,26925,27194,27201,29001,29242,29608,29781,29986,30049,30423,30590,31437,31828,32032,32397,34394,35003,35035,35324,35445,35969|
71|Lion King, The (1994)|01-Jan-1994|3,4,12||
72|Mask, The (1994)|01-Jan-1994|5,6,9||
73|Maverick (1994)|01-Jan-1994|1,5,18|334,1271,1929,2058,2579,3467,3712,3726,4196,5222,5808,5935,5981,6158,6214,6991,7118,7329,7426,7532,7696,7698,7909,7910,8139,8143,8188,8307,8468,8509,8758,9464,9689,9739,10554,10984,10991,11001,11244,11380,11797,12427,13023,13178,14103,14486,14925,15424,15637,16835,16883,17411,18067,18523,20843,20870,21192,21911,22414,22609,24377,24784,25398,25570,26518,27219,27434,28412,29892,30496,31768,31903,32881,33237,34621|
74|Faster Pussycat! Kill! Kill! (1965)|01-Jan-1965|1,5,8||
75|Brother Minister: The Assassination of Malcolm X (1994)|01-Jan-1994|7|980,2771,4090,6926,7485,9101,9102,10709,11485,11764,12131,12331,15797,15798,16218,18866,21068,21677,24494,34498|
76|Carlito's Way (1993)|01-Jan-1993|6,8|556,884,2137,2254,2488,2496,2904,3182,3301,4458,4577,4694,4930,5094,5226,5709,5809,7045,7140,7405,8733,9032,9083,9573,10145,10397,10715,11006,11522,12833,13173,13685,13846,13994,14385,14878,15189,15291,15309,15318,15396,15590,15716,15845,16849,16945,17166,17176,17178,17346,17628,17829,18031,18157,18231,18241,18379,18766,18795,18796,18797,19549,19572,19660,19722,20062,20140,20307,20501,20655,20665,21602,21764,21860,22285,22348,22730,22902,22951,23583,23599,24468,24763,24764,25377,25595,25745,27673,28932,29237,29260,29577,30816,31035,31259,31547,31713,31757,32199,32526,32708,32924,32935,33642,33822,33861,33969,34277,34278,35270,35791|
77|Firm, The (1993)|01-Jan-1993|8,16||
78|Free Willy (1993)|01-Jan-1993|2,4,8|925,6317,7752,9170,10682,11411,11631,12619,13714,13834,15093,15257,15883,16146,17205,18694,18719,19586,19598,19828,22812,24083,25228,29347,30215,33266,35513|
79|Fugitive, The (1993)|01-Jan-1993|1,16||
80|Hot Shots! Part Deux (1993)|01-Jan-1993|1,5,17|43,46,807,1152,1473,1726,2552,4361,4377,4398,4828,5550,6503,6746,7057,8677,8917,9141,9557,9654,9766,9842,10299,10883,11012,11525,12083,12191,12351,12831,12867,13007,13136,13143,13150,13235,14062,14546,14633,15092,15259,16053,16725,17444,17693,18257,18445,19464,19721,19757,20309,20310,20488,20498,20679,21230,21392,21704,21813,21984,21986,22404,22413,23025,23317,24204,24276,24411,24843,24844,24849,25214,25331,25371,25521,26280,28876,29113,29409,29733,29931,30177,30273,30609,33032,33510,34228,34345,34886,35028,35444,35529,36520|
81|Hudsucker Proxy, The (1994)|01-Jan-1994|5,14||
82|Jurassic Park (1993)|01-Jan-1993|1,2,15|812,2724,2873,3012,4973,6748,7058,7088,8376,9857,10786,11842,12054,12566,14387,15312,15422,16122,17293,19002,19638,19822,20882,22202,24315,24680,26241,27591,33793,34185|
83|Much Ado About Nothing (1993)|01-Jan-1993|5,14|1176,2017,2417,2559,4148,6100,6650,10054,10254,11020,11597,12896,13409,16138,18442,19973,23444,24654,25540,30925,35005,35438|
84|Robert A. Heinlein's The Puppet Masters (1994)|01-Jan-1994|11,15||
85|Ref, The (1994)|01-Jan-1994|5||
86|Remains of the Day, The (1993)|01-Jan-1993|8||
87|Searching for Bobby Fischer (1993)|01-Jan-1993|8|1579,1891,2282,3500,4288,5424,5440,6376,6971,7164,7176,7265,7939,9653,9689,11927,12162,12274,13706,13931,14483,14671,14672,14952,15756,16127,16338,17034,17256,17338,17789,18216,18270,18478,19688,19793,19964,20224,20414,20551,20848,21288,21932,24982,28321,29097,31183,32338,33819,35947,36542|
88|Sleepless in Seattle (1993)|01-Jan-1993|5,14|416,687,942,2239,2355,3114,6346,6937,7847,9288,9582,10576,12774,13002,13207,13821,14392,14496,14671,14957,15121,15281,15690,16629,18045,18497,19256,20832,21348,21832,21933,22501,24708,24821,26996,27098,27825,28655,29704,29982,30004,30066,30409,31339,31495,32810,33365,34186,34341,34860,35984,36346,36490|
89|Blade Runner (1982)|01-Jan-1982|10,15|306,791,7383,8490,9552,10203,10560,10841,12037,16727,16728,16768,17242,17818,18065,18506,19633,22181,22631,23331,26240,26563,27564,29270,29510,29600,29661,29668,31727,33772,36574|
90|So I Married an Axe Murderer (1993)|01-Jan-1993|5,14,16|472,655,1516,1937,2591,2619,2896,4979,5928,6268,8078,8681,8881,9096,9487,9664,9978,11119,12068,12570,14316,14987,15966,16013,16289,16826,17842,18184,18383,18658,19402,19608,19695,20118,21924,22191,22987,23320,24443,24546,26033,26771,27375,27751,27771,28508,28524,29065,30391,31109,31336,31362,31809,31827,32630,32778,33036,33247,33385,33512,34858,35549,35577,36327|
91|Nightmare Before Christmas, The (1993)|01-Jan-1993|4,5,12||
92|True Romance (1993)|01-Jan-1993|1,6,14|131,645,1326,1387,1547,2310,3655,4620,5076,5473,6827,6897,7821,7845,8435,10249,10530,10786,11851,12031,12230,12648,14226,16742,17341,17644,17688,18285,19244,19348,20672,20712,21087,23237,25180,28227,28483,31092,33352,36570|
93|Welcome to the Dollhouse (1995)|24-May-1996|5,8|2881,4353,4463,5528,6163,6845,6859,8578,12959,13553,13602,16572,17798,20184,22452,25399,26163,27415,29492,29822,29824,30285,31501,31683,31690,31752,32465,33324,33356,33430,35848|
94|Home Alone (1990)|01-Jan-1990|4,5|1083,1259,1433,1535,2038,2821,3269,3298,3662,4232,4268,4940,4941,5723,5928,6741,7158,7365,8541,8970,9286,9311,9346,9660,12163,14045,16079,16735,16851,17041,17400,17459,18319,19371,19446,19457,19492,19957,20654,21307,22335,23211,23924,24257,24792,25750,26965,26990,27214,27394,27615,28846,30156,31431,31577,32168,32230,32662,32815,33564,33565,33723,34525,34748,34830,34843,36208,36409,36508|
95|Aladdin (1992)|01-Jan-1992|3,4,5,12|125,126,523,1823,3016,4097,4963,7600,8450,8555,10321,11444,17662,18005,20037,20810,23620,23668,24058,27350,27592,30882,31232,31408,31927,34233|
96|Terminator 2: Judgment Day (1991)|01-Jan-1991|1,15,16|18,197,691,700,1685,1693,2099,2693,3242,3826,4495,5099,5603,6493,6553,6809,7709,8127,8953,11272,11669,12128,12193,12232,12447,12682,13147,13382,13558,14581,15721,15932,16349,16410,17009,17201,17615,19404,19904,19949,20282,20590,21179,21180,21210,21827,22220,23015,23261,23929,24008,24212,24259,24632,26068,26548,27101,27488,28094,28872,29223,29231,30022,32110,32116,33950|
97|Dances with Wolves (1990)|01-Jan-1990|2,8,18|92,1082,1839,2861,3015,3712,3829,3898,4660,4673,4675,5013,5021,6202,6822,7691,8391,8605,8672,8758,9301,9633,9820,10198,10290,10302,11307,11361,12729,12773,13302,15338,16221,16252,17179,17620,18447,18977,19256,21028,21583,21792,21966,22185,23746,23798,23801,24141,24290,25728,26439,26997,27071,27322,30963,31891|
98|Silence of the Lambs, The (1991)|01-Jan-1991|8,16||
99|Snow White and the Seven Dwarfs (1937)|01-Jan-1937|3,4,12|818,2855,3935,4311,4357,8168,9369,14301,16776,18043,21418,26547,27351,30756|
